3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
3.14159,0.00000,0.00000,0.00000,0.00000,
